SSSS,94192409,Compulsory Evacuation Device,
SSSS,8454126,Conductor of Nephthys,
SSSS,63545861,Constellar Meteor,
SSSS,56673480,Contract with Don Thousand,
SSSS,511000121,Counterbalance,
SSSS,53241226,Cross Over,
SSSS,1142880,Cyber Dragon Nachster,
SSSS,34124316,Cyber Jar,
SSSS,5370235,Cyberdark Chimera,
SSSS,6186304,D - Force,
SSSS,29436665,Dark Eradicator Warlock,
SSSS,53129443,Dark Hole,
SSSS,85562745,Dark Room of Nightmare,
SSSS,16625614,Dark Sanctuary,
SSSS,93554166,Dark World Lightning,
SSSS,60417395,Darkness Neosphere,
SSSS,28654932,Deep Dark Trap Hole,
SSSS,76728962,Desperado Barrel Dragon,
SSSS,511000614,Destiny HERO - Bloo-D (Anime),
SSSS,70342110,Dimensional Prison,
SSSS,27340877,DNA Checkup,
SSSS,28265983,Dried Winds,
SSSS,47475363,Drowning Mirror Force,
SSSS,70628672,Emergeroid Call,
SSSS,38695361,Envoy of Chaos,
SSSS,29062925,Face Card Fusion,
SSSS,48742406,Fairy Archer,
SSSS,21598948,Fairy Box,
SSSS,23015896,Fire King High Avatar Garunix,
SSSS,511000451,Flaming Barbed Wire (Anime),
SSSS,74923978,Forced Requisition,
SSSS,84218527,Fortune Lady Rewind,
SSSS,72029628,Fragment Fusion,
SSSS,98804359,Fury of Kairyu-Shin,
SSSS,6498706,Fusion Deployment,
SSSS,87902575,Future Visions,
SSSS,1264319,Gem-Knight Fusion,
SSSS,67113830,Ghost of a Grudge,
SSSS,82257940,Gift Exchange,
SSSS,79571449,Graceful Charity,
SSSS,16762927,Gravekeeper's Servant,
SSSS,7614732,Greater Polymerization,
SSSS,85555787,Grinning Grave Virus,
SSSS,17052477,Guarded Treasure,
SSSS,18144506,Harpie's Feather Duster,
SSSS,75782277,Harpies' Hunting Ground,
SSSS,19613556,Heavy Storm,
SSSS,23924608,Heavy Storm Duster,
SSSS,47128571,Hidden Fangs of Revenge,
SSSS,70000776,Hidden Temples of Necrovalley,
SSSS,511000394,Ice Barrier (Anime),
SSSS,20899496,Ice Dragon's Prison,
SSSS,100000083,Illusion Gate,
SSSS,511000962,Imperial Manners,
SSSS,9059700,Infernity Barrier,
SSSS,98954375,Infernity Destroyer,
SSSS,12541409,Infernity Suppression,Incorrect ID is 2541409
SSSS,74063034,Invocation,
SSSS,51916032,Jinzo - Jector,
SSSS,81945678,Joker's Wild,
SSSS,5479217,Jurrac Impact,
SSSS,24068492,Just Desserts,
SSSS,62271284,Justi-Break,
SSSS,71587526,Karma Cut,
SSSS,59160188,Lair of Darkness,
SSSS,100000251,Level Soul (Anime),
SSSS,511000834,Light to the Depths (Anime),
SSSS,69162969,Lightning Vortex,
SSSS,23171610,Limiter Removal,
SSSS,48686504,Lonefire Blossom,
SSSS,17228908,Lost World,
SSSS,11398951,Machine Angel Absolute Ritual,
SSSS,62279055,Magic Cylinder,
SSSS,91819979,Magical Blast,
SSSS,39910367,Magical Citadel of Endymion,
SSSS,63144961,Majestic Absorption,
SSSS,98020526,Majestic Mirage,
SSSS,1224927,Malevolent Catastrophe,
SSSS,95492061,Manju of the Ten Thousand Hands,
SSSS,93600443,Mask Change II,
SSSS,88494899,Medium of the Ice Barrier,
SSSS,32062913,Mega Ton Magical Cannon,
SSSS,44139064,Megaroid City,
SSSS,37580756,Michizure,
SSSS,44095762,Mirror Force,
SSSS,46656406,Mirror of Oaths,
SSSS,43040603,Monster Gate,
SSSS,23303072,Montage Dragon,
SSSS,269012,Mound of the Bound Creator,
SSSS,47355498,Necrovalley,
SSSS,14088859,Neos Fusion,
SSSS,80344569,Neo-Spacian Grand Mole,
SSSS,84640866,Network Trap Hole,
SSSS,27204311,"Nibiru, the Primal Being",
SSSS,60448701,Ogdoadic Origin,
SSSS,39537362,Ordeal of a Traveler,
SSSS,71703785,Palladium Oracle Mahad,
SSSS,39261576,Particle Fusion,
SSSS,50292967,Past Image,
SSSS,97795930,Phantasm Spiral Assault,
SSSS,61397885,Phantasm Spiral Power,
SSSS,21862633,Piercing the Darkness,
SSSS,90669991,Pineapple Blast,
SSSS,47826112,"Poseidra, the Atlantean Dragon",
SSSS,35261759,Pot of Desires,
SSSS,55144522,Pot of Greed,
SSSS,1118137,Power of the Guardians,
SSSS,51371017,Princess of Tsurugi,
SSSS,72563071,Psychic Shockwave,
SSSS,35842855,Pyrorex the Elemental Lord,
SSSS,40838625,Quaking Mirror Force,
SSSS,12580477,Raigeki,
SSSS,63945693,Rainbow Bridge,
SSSS,58577036,Reasoning,
SSSS,18491580,Red-Eyes Alternative Black Dragon,
SSSS,6172122,Red-Eyes Fusion,
SSSS,98847704,Release Restraint Wave,
SSSS,54351224,Ritual Weapon,
SSSS,70791313,Royal Magical Library,
SSSS,61441708,Sacred Phoenix of Nephthys,
SSSS,98427577,Scrap-Iron Scarecrow,
SSSS,19089195,Sea Stealth Attack,
SSSS,511001151,Shadow Balance (Anime),
SSSS,55713623,Shrink,
SSSS,3280747,Sixth Sense,
SSSS,24010609,Sky Striker Mecha Modules - Multirole,
SSSS,63166095,Sky Striker Mobilize - Engage!,
SSSS,511600139,Slash Draw (Anime),
SSSS,45986603,Snatch Steal,
SSSS,41420027,Solemn Judgment,
SSSS,40605147,Solemn Strike,
SSSS,84749824,Solemn Warning,
SSSS,511000552,Soul Charge (Anime),
SSSS,73599290,Soul Drain,
SSSS,48130397,Super Polymerization,
SSSS,44612603,Survival's End,
SSSS,511000618,Talisman of Reversal (Anime),
SSSS,22748199,The Ice-Bound God,
SSSS,58604027,The Legendary Exodia Incarnate,
SSSS,48179391,The Seal of Orichalcos,
SSSS,71039903,The White Stone of Ancients,
SSSS,47594192,Three of a Kind,
SSSS,28711704,Toon Black Luster Soldier,
SSSS,43175858,Toon Kingdom,
SSSS,53582587,Torrential Tribute,
SSSS,98777036,Tragoedia,
SSSS,75902998,Trap Hole of Spikes,
SSSS,99590524,Treacherous Trap Hole,
SSSS,43898403,Twin Twisters,
SSSS,36328300,Ultimate Crystal Magic,
SSSS,8512558,Utopic Onomatopoeia,
SSSS,33725002,V Salamander,
SSSS,511000735,Viper's Grudge (Manga),
SSSS,511000130,Volcanic Curse (Anime),
SSSS,100000291,Volcanic Cyclone (Anime),
SSSS,69750546,Volcanic Scattershot,
SSSS,58169731,Wall of Disruption,
SSSS,513000089,White Veil (Anime),
SSSS,4779091,Yubel - Terror Incarnate,
SSSS,31764700,Yubel - The Ultimate Nightmare,
SSSS,79852326,Zoma the Spirit,
SSSS,32164201,ZW - Pegasus Twin Saber,
,,Tier SSS (2% Drop Rate),Notes
Tier,Card ID,Card Name,
SSS,8949584,A Hero Lives,
SSS,71422989,Absorb Fusion,
SSS,98444741,Accumulated Fortune,
SSS,53828396,Adhesive Explosive,
SSS,46052429,Advanced Ritual Art,
SSS,100000650,Alchemic Kettle - Chaos Distill,
SSS,1475311,Allure of Darkness,
SSS,511000046,Amphibian Angel - Frog-Hael,
SSS,303660,Amplifier,
SSS,5183693,Amulet of Ambition,
SSS,64061284,Ancient Gear Fusion,
SSS,10667321,Ancient Rules,
SSS,44822037,Angel Statue - Azurune,
SSS,511000135,Angel Wing,
SSS,97120394,Anti-Magic Arrows,
SSS,53112492,Anti-Spell,
SSS,48539234,Appropriate,
SSS,92053608,Aquaactress Arowana,
SSS,65446452,Aquarium Set,
SSS,17896384,Arcane Barrier,
SSS,28423537,"Archfiend Emperor, the First Lord of Horror",
SSS,110000116,Armored Gravitation,
SSS,29223325,Artifact Ignition,
SSS,12444060,Artifact Sanctum,
SSS,40619825,Axe of Despair,
SSS,82705573,Backfire,
SSS,68833958,Back-up Rider,
SSS,46253216,Bad Aim,
SSS,39389320,Battleguard King,
SSS,511002035,Battleguard King (Anime),
SSS,78651105,Beast King Barbaros,
SSS,50675040,Beast King Unleashed,
SSS,20747792,Berry Magician Girl,
SSS,52497105,Berserk Scales,
SSS,72989439,Black Luster Soldier - Envoy Of The Beginning,
SSS,810000051,Blackboost (Anime),
SSS,81470373,Blackwing - Simoon the Poison Wind,
SSS,511002211,Black-Winged Arrow (Manga),
SSS,69537999,Blaze Accelerator,
SSS,57043986,Blue-Eyes Solid Dragon,
SSS,27923575,Boo-Boo Game,
SSS,35480699,Book of Eclipse,
SSS,87910978,Brain Control,
SSS,7394770,Brilliant Fusion,
SSS,97803170,Call of the Archfiend,
SSS,73199638,Call of the Atlanteans,
SSS,97077563,Call of the Haunted,
SSS,32566831,Cards of the Red Stone,
SSS,100000181,Cat Confusion,
SSS,4031928,Change of Heart,
SSS,99266988,Chaos Space,
SSS,7198399,Chocolate Magician Girl,
SSS,511001329,Claret Note,
SSS,83544697,Contact with Gusto,
SSS,8267140,Cosmic Cyclone,
SSS,36975314,Crackdown,
SSS,56889,Cross-Dimensional Duel,
SSS,66742250,Curse of Anubis,
SSS,39618799,Cyber Angel Dakini,
SSS,39439590,Cyber Dinosaur,
SSS,32768230,Cyber Eternal,
SSS,29719112,Cyber Pharos,
SSS,48032131,D - Tactics,
SSS,5606466,D.D. Trap Hole,
SSS,15341821,Dandylion,
SSS,65192027,Dark Armed Dragon,
SSS,66214679,Dark Horus,
SSS,82404868,Dark Magic Veil,
SSS,40737112,Dark Magician of Chaos,
SSS,97642679,Dark Master - Zorc,
SSS,45462639,Dark Red Enchanter,
SSS,61623148,Dark World Grimoire,
SSS,87990236,Darklord Enchantment,
SSS,25451652,Darklord Morningstar,
SSS,50501121,Darklord Rebellion,
SSS,2732323,Decoy Dragon,
SSS,69542930,Dedication through Light and Darkness,
SSS,78868119,Deep Sea Diva,
SSS,22804410,Deep-Eyes White Dragon,
SSS,31849106,Different Dimension Ground,
SSS,511001144,Disgraceful Charity (Anime),
SSS,57902462,Divine Knight Ishzark,
SSS,81066751,Divine Punishment,
SSS,511000531,DNA Erasure Magic,
SSS,42143067,Doki Doki,
SSS,110000120,Double Cloth Armor,
SSS,45467446,Dragon Spirit of White,
SSS,76782778,Dragonmaid Ernus,
SSS,78231355,Dragonmaid Hospitality,
SSS,15848542,Dragonmaid Lorpar,
SSS,49575521,Dragonmaid Nudyarl,
SSS,15754711,Dragonmaid Send-Off,
SSS,42055234,Dragonmaid Tinkhec,
SSS,14625090,Dragonmaid Welcome,
SSS,28053763,Dragonoid Generator,
SSS,811001507,Drain Time,
SSS,38049934,Dustflame Blast,
SSS,6330307,DZW - Chimera Clad,
SSS,511009102,Enhanced Counter,
SSS,82162616,Eternal Galaxy,
SSS,511001599,Etoile Cyber (Anime),
SSS,45222299,Evigishki Gustkraken,
SSS,71203602,Evigishki Levianima,
SSS,13650422,Evil HERO Adusted Gold,
SSS,91711547,Flamvell Fiend,
SSS,69599136,Floodgate Trap Hole,
SSS,511001328,Flute of Hamelin,
SSS,16898077,Flying Fortress SKY FIRE,
SSS,28429121,Forbidden Arts of the Gishki,
SSS,84536654,Form Change,
SSS,27895597,Fortune Lady Calling,
SSS,68663748,Fortune’s Future,
SSS,110000114,Full Armor Gravitation (Anime),
SSS,17194258,Fusion Conscription,
SSS,59432181,Fusion Tag,
SSS,27967615,Fusion Weapon,
SSS,28002611,Gadget Hauler,
SSS,60222582,Galaxy Expedition,
SSS,45458027,Gearspring Spirit,
SSS,90019393,Gem-Knight Alexandrite,
SSS,81846636,Gem-Knight Lazuli,
SSS,54620698,Gem-Knight Tourmaline,
SSS,9236985,Gishki Photomirror,
SSS,29888389,Gishki Shadow,
SSS,66729231,Gishki Zielgigas,
SSS,60944809,Glorious Numbers,
SSS,74029853,Golden Bamboo Sword,
SSS,511000541,Graceful Dice (Anime),
SSS,38430673,Grand Convergence,
SSS,1637760,Grand Horn of Heaven,
SSS,35220244,Gravity Blaster,
SSS,63176202,Great Shogun Shien,
SSS,50263751,Greed Quasar,
SSS,38143903,Head Judging,
SSS,44665365,Herald of Perfection,
SSS,98069388,Horn of Heaven,
SSS,64047146,Horn of the Unicorn,
SSS,48229808,Horus the Black Flame Dragon LV8,
SSS,53567095,Icarus Attack,
SSS,90434657,Imperial Tombs of Necrovalley,
SSS,66957584,Infernity Launcher,
SSS,14391920,Inferno Tempest,
SSS,511001245,Iron Draw (Anime),
SSS,35803249,Jinzo - Lord,
SSS,92067220,Joker's Straight,
SSS,511002874,Jurassic World (Anime),
SSS,11012887,Jurrac Guaiba,
SSS,52768103,KA-2 Des Scissors,
SSS,811000504,Landstar End,
SSS,14532163,Lightning Storm,
SSS,19025379,Lord of The Red,
SSS,36378044,Lucky Punch,
SSS,39996157,Machine Angel Ritual,
SSS,83746708,Mage Power,
SSS,34206604,Magical Scientist,
SSS,43455065,Magical Spring,
SSS,58270977,Magistery Alchemist,
SSS,54734082,Magnet Induction,
SSS,88241506,Maiden with Eyes of Blue,
SSS,55794644,Master Hyperion,
SSS,41386308,Mathematician,
SSS,80921533,Mausoleum of The Emperor,
SSS,68540058,Metalmorph,
SSS,511000413,Mirror Tablet,
SSS,22359980,Mirror Wall,
SSS,83764718,Monster Reborn,
SSS,83764719,Monster Reborn (Alt),
SSS,75364199,Mutually Affured Destruction,
SSS,69279219,My Body as a Shield,
SSS,7452945,Noble Arms of Destiny,
SSS,39122311,Oasis of Dragon Souls,
SSS,85497611,Odd-Eyes Wizard Dragon,
SSS,24050692,Ogdoadic Water Lily,
SSS,511002249,Old Model to the Frontline,
SSS,6595475,Onomatopaira,
SSS,22993208,Onslaught of The Fire Kings,
SSS,2819435,"Pacifis, the Phantasm City",
SSS,22842126,Pantheism of the Monarchs,
SSS,34302287,Phantasm Spiral Battle,
SSS,75702749,Phantasm Spiral Grip,
SSS,98881931,Photon Advancer,
SSS,511001829,Photon Hurricane,
SSS,72044448,Photon Stream of Destruction,
SSS,65367484,Photon Thrasher,
SSS,100000242,Photon World,
SSS,71175527,"Pilica, Descendant of Gusto",
SSS,76539047,Poison Fangs,
SSS,25642998,Poseidon Wave,
SSS,62256492,Possessed Awakening,
SSS,511000489,Power Charger (Anime),
SSS,511000861,Power Shift,
SSS,84298614,Powerful Rebirth,
SSS,70828912,Premature Burial,
SSS,95083785,Premature Return,
SSS,66518841,Prideful Roar,
SSS,49511705,Proton Blast,
SSS,65471349,Psychic Bounder,
SSS,91870448,Psychic Megacyber,
SSS,96470883,Queen Angel of Roses,
SSS,100000078,Quick Summon,
SSS,73778008,Rage Of The Deep Sea,
SSS,90810762,Raging Flame Sprite,
SSS,4178474,Raigeki Break,
SSS,36224040,Rank-Up-Magic Zexal Force,
SSS,53485634,Red-Eyes Retro Dragon,
SSS,26956670,Release from Stone,
SSS,6853254,Return of the Dragon Lords,
SSS,30450531,Rite of Spirit,
SSS,38296564,Safe Zone,
SSS,33904024,Shard of Greed,
SSS,81426505,Six Strike - Triple Impact,
SSS,75525309,Six Style - Dual Wield,
SSS,25955749,Sky Striker Maneuver - Jamming Waves,
SSS,25955749,Sky Striker Maneuver - Jamming Waves!,
SSS,25733157,Sky Striker Mecha - Eagle Booster,
SSS,98338152,Sky Striker Mecha - Widow Anchor,
SSS,86780027,Solidarity,
SSS,81275020,Speedroid Terrortop,
SSS,97997309,Spellbook of Fate,
SSS,511002429,Spirit Sword of Sealing,
SSS,23626223,Statue of Anguish Pattern,
SSS,92854392,Staunch Defender,
SSS,13210191,Storm,
SSS,5650082,Storming Mirror Force,
SSS,89493368,Summon Reactor SK,
SSS,85520851,Super Conductor Tyranno,
SSS,27770341,Super Rejuvenation,
SSS,79234734,Super Soldier Soul,
SSS,8608979,Super Team Buddy Force Unite!,
SSS,53363708,Supermagic Sword of Raptinus,
SSS,17626381,Supply Squad,
SSS,72043279,Supreme King's Castle,
SSS,58272005,Survival of the Fittest,
SSS,30426226,Switcheroroo,
SSS,12923641,Swords of Concealing Light,
SSS,68392533,Telekinetic Charging Cell,
SSS,53819808,Temple of the Six,
SSS,76641981,TG1-EM1,
SSS,73680966,The Beginning of the End,
SSS,66574418,The Black Stone of Legend,
SSS,511002184,The Ice-Bound God (Anime),
SSS,39987731,The Menacing Jinzo,
SSS,48152161,The Sanctified Darklord,
SSS,15449853,The Sanctum of Parshath,
SSS,65079854,Thorn of Malice,
SSS,63391643,Thousand Knives,
SSS,91500017,Toon Bookmark,
SSS,27699122,Toon Page-Flip,
SSS,53094821,Toon Terror,
SSS,35686187,Tragedy,
SSS,4206964,Trap Hole,
SSS,29616929,Traptrix Trap Hole Nightmare,
SSS,511001162,Trick Buster (Anime),
SSS,80604091,Ultimate Offering,
SSS,511001347,Unfair Judge,
SSS,56747793,United We Stand,
SSS,1353770,"Valhalla, Hall of the Fallen",
SSS,90434926,Veil of Darkness,
SSS,32543380,Volcanic Doomfire,
SSS,2779999,Wall of Thorns,
SSS,52589809,Wandering King Wildwind,
SSS,7133305,Water of Life,
SSS,2084239,Wetlands,
SSS,62487836,White Howling,
SSS,79473793,White Night Dragon,
SSS,49306994,White Veil,
SSS,73891874,White-Horned Dragon,
SSS,68815401,Wild Fire,
SSS,78574395,Wonder Balloons,
SSS,69838592,Yosenju Oyam,
SSS,78371393,Yubel,
SSS,511002765,Zero hole (GX) (Anime),
SSS,62623659,Zexal Construction,
SSS,4647954,ZS - Ascended Sage,
SSS,32281491,ZS - Ouroboros Sage,
,,Tier SS (3% Drop Rate),Notes
Tier,Card ID,Card Name,
SS,83994646,4-Starred Ladybug of Doom,
SS,28596933,A Wingbeat of Giant Dragon,
SS,79206750,Abyss-scorn,
SS,35498188,Action Magic - Double Banking,
SS,98864751,Air Cracking Storm,
SS,30834988,All-Out Attacks,
SS,45033006,Ally of Justice Enemy Catcher,
SS,45450218,Ally of Justice Omni-Weapon,
SS,511002964,Amazoness Hall,
SS,511002966,Amazoness Hot Spring,incorrect ID is 511000966
SS,511002965,Amazoness Substitution,
SS,511000128,Ancient Dragon (Anime),
SS,70147689,Ancient Gear Fortress,
SS,511000136,Angel Blast (Anime),
SS,43262273,Appointer of the Red Lotus,
SS,30603688,Apprentice Illusion Magician,
SS,28325165,Aqua Story - Urashima,
SS,66668900,Aquaactress Guppy,
SS,511000601,Arcanatic Doomscythe (Anime),
SS,5050644,Aroma Garden,
SS,69304426,Artifact Vajra,
SS,64591429,Astral Kuriboh,incorrect ID is 4591429
SS,82832464,Awakening of Nephthys,
SS,19578592,Axe of Fools,
SS,39892082,Balloon Lizard,
SS,87112784,Banishment of the Darklords,
SS,50371210,Beacon of White,
SS,16255442,Beckoning Light,
SS,61127349,Big Bang Shot,
SS,84808313,Big Evolution Pill,
SS,72278479,Black Return,
SS,73652465,Blackwing - Oroshi the Squall,
SS,82422049,Blessing for Gusto,
SS,81919143,Brain Crusher,
SS,96218085,Breakthrough!,
SS,35011819,By Order the Emperor,
SS,9748752,Caius the Shadow Monarch,
SS,511000191,Card From a Different Dimension,
SS,511000205,Card of Adversity (Anime),
SS,39701395,Cards of Consonance,
SS,14289852,Catapult Zone,
SS,511002103,Celestial Profit (Manga),
SS,24175232,Cerulean Sacred Phoenix of Nephthys,
SS,32600024,Chamber Dragonmaid,
SS,24673894,Changing Destiny,
SS,9596126,Chaos Sorcerer,
SS,511030047,Chariot Pile (Anime),
SS,25397880,Chronicler of Nephthys,
SS,46910446,Chthonian Alliance,
SS,57496978,Clashing Souls,
SS,8323633,Cloak and Dagger,
SS,17375316,Confiscation,
SS,86825483,Constellar Belt,
SS,10925955,Contact with the Aquamirror,
SS,85679527,Cosmo Brain,
SS,91654806,Cosmos Channelling,
SS,65681983,Crossout Designator,
SS,14509651,Curse Necrofear,
SS,511001492,Cursed Chaos (Anime),
SS,3629090,Cyber Angel Idaten,
SS,38265153,Cyber Energy Shock,
SS,63031396,Cybernetic Horizon,"Incorrect ID is ""100341053"""
SS,18597560,Cybernetic Revolution,
SS,9201964,D - Fortune,
SS,70074904,D.D. Assailant,
SS,24508238,D.D. Crow,
SS,9622164,D.D.R. - Different Dimension Reincarnation,
SS,59546528,Dance Princess of the Ice Barrier,
SS,26914168,Dark Honest,
SS,69402394,Dark Scheme,
SS,41930553,Dark Smog,
SS,38167722,Dark Spirit Art - Greed,
SS,14386013,Dark Spirit's Mastery,
SS,57869176,Dark Tuner Fortune Lady Past,
SS,10131855,Dark World Brainwashing,
SS,11260714,Darklord Superbia,
SS,35027493,Deck Devastation Virus,
SS,1149109,Deck Lockdown,
SS,511001171,Deep Sea Attack (Anime),
SS,51782995,Defender of Nephthys,
SS,59839761,Delta Crow - Anti Reverse,
SS,511001179,Depth Gardna,
SS,81985784,Des Feral Imp,
SS,511001342,Desperate Maneuver,
SS,9411399,Destiny HERO - Malicious,
SS,88176533,Devotee of Nephthys,
SS,511001152,Dice Dungeon,
SS,3493058,Dicephoon,
SS,39900763,Different Dimension Encounter,
SS,100000030,Dimension Equilibrium (VG),
SS,54175023,Dimension Guardian,
SS,98999181,Disciple of Nephthys,
SS,42149850,Disposable Learner Device,
SS,511001470,Doll Hammer (Anime),
SS,76039636,Doom Dozer,
SS,511000280,Double Arms (Anime),
SS,43422537,Double Summon,
SS,40110009,Dragonmaid Changeover,Incorrect ID is 40110110
SS,856784,Draw of Fate,
SS,63060238,Elemental HERO Blazeman,
SS,50720316,Elemental HERO Shadow Mist,
SS,40732515,"Endymion, the Master Magician",
SS,65342096,Endymion's Lab,
SS,38280762,"Enishi, Shien's Chancellor",
SS,32013448,Evening Twilight Knight,
SS,37042505,Everlasting Alloy,
SS,31467372,Everliving Underworld Cannon,
SS,11877465,Evigishki Mind Augus,
SS,45659520,Evil HERO Sinister Necrom,
SS,77841719,Evilswarm Coppelia,
SS,95676943,Extinction on Schedule,
SS,57995165,Extra-Foolish Burial,
SS,53199020,Fabled Dianaira,
SS,511001237,Fake Life,
SS,7153114,Field Barrier,
SS,54149433,Fire King Avatar Garunix,
SS,66413481,Fire King Avatar Yaksha,
SS,57554544,Fire King Island,
SS,511000449,Fire Trap,
SS,66788016,Fissure,
SS,511002433,Flames of the Archfiend (Manga),
SS,900000323,Flipping the Table (Anime),
SS,81439173,Foolish Burial,
SS,27243130,Forbidden Lance,
SS,43340443,Forced Back,
SS,57869175,Fortune Lady Past,
SS,91407982,Fortune Vision,
SS,2994495,Fuhma Wave,
SS,511002878,Gagaga Academy Emergency Network (Manga),
SS,27004302,Gem-Armadillo,
SS,58012707,Giant Ballpark,
SS,511000502,Gift of the Weak (Manga),
SS,69933858,Gilford the Legend,
SS,79922118,Gingerbread House,
SS,46159582,Gishki Aquamirror,
SS,44330098,Gorz the Emissary of Darkness,
SS,13504844,Gottoms' Emergency Call,
SS,38057522,Grand Spiritual Art - Ichirin,
SS,34230233,"Grapha, Dragon Lord of Dark World",
SS,30213599,Gravekeeper's Descendant,
SS,97904474,Handcuffs Dragon,
SS,93895605,Hate Buster,
SS,74968065,Hecatrice,
SS,32542011,High Tide on Fire Island,
SS,37742478,Honest,
SS,21350571,Horn of The Phantom Beast,
SS,34293667,Ice Barrier,
SS,30459350,Imperial Iron Wall,
SS,99177923,Infernity Archfiend,
SS,511023004,Infernity Destroyer (Anime),
SS,74823665,Inferno,
SS,25005816,Inspiration,
SS,1845204,Instant Fusion,
SS,23122036,Intrigue Shield,
SS,98954106,Jar of Avarice,
SS,50532786,Jawsman,
SS,16111820,Jurrac Herra,
SS,48411996,Jurrac Stauriko,
SS,85028288,Jurrac Titano,
SS,62701967,Jurrac Tyrannus,
SS,16960120,Kitchen Dragonmaid,
SS,57666212,Kuraz The Light Monarch,
SS,50847759,Last Hope of Nephthys,
SS,85602018,Last Will,
SS,13171876,Laundry Dragonmaid,
SS,64659851,Law of the Cosmos,
SS,88851326,Legacy of The Duelist,
SS,89397517,Legend of Heart (TCG),
SS,25290459,Level Up!,
SS,100000117,Life Force,
SS,511000665,Lightning Talisman,
SS,8910971,Lord Gaia the Fierce Knight,
SS,39238953,Lullaby of Obedience,
SS,31828916,Machina Armored Unit,
SS,511002701,Magic Planter (Anime),
SS,47679935,Magical Meltdown,
SS,35191415,Magician of Dark Illusion,
SS,31560081,Magician of Faith,
SS,71696014,Magician's Robe,
SS,110000115,Magnet Armor,
SS,2783661,Majesty with Eyes of Blue,
SS,54652250,Man-Eater Bug,
SS,19870120,March of the Monarchs,
SS,45247637,Mark of the Rose,
SS,21143940,Mask Change,
SS,67820935,Massivemorph,
SS,52904476,Matriarch of Nephthys,
SS,64442155,Merciful Machine Angel,
SS,21954587,Mermail Abyssmegalo,
SS,22446869,Mermail abyssteus,
SS,26905245,Metal Reflect Slime,
SS,41456841,Metamorphosed Insect Queen,
SS,37520316,Mind Control,
SS,44887817,Miracle Fertilizer,
SS,68334074,Miracle Restoring,
SS,41482598,Mirage of Nightmare,
SS,170000174,Mirror Knight Calling (Anime),
SS,37436476,Molten Whirlwind Wall,
SS,33508719,Morphing Jar,
SS,85101228,Morphtronic Bind,
SS,56074358,Morphtronic Map,
SS,13959634,Moulinglacia the Elemental Lord,
SS,86767655,Ms. Judge,
SS,35563539,Mystical Refpanel,
SS,38325384,Mythical Bestiary,
SS,81843628,Needle Worm,
SS,84968490,Needlebug Nest,
SS,16226786,Night Assailant,
SS,511000424,Nightmare Mirror (Anime),
SS,54704216,Nightmare Wheel,
SS,17449108,Nobleman of Extermination,
SS,40398073,Nurse Dragonmaid,
SS,72537897,Obedience Schooled,
